observation_id,observation_date,surveyor_id,surveyor_name,location_name,region,sector_id,n_observed,w_observed,s_observed,n_canonical,w_canonical,s_canonical,variance_n,variance_w,variance_s,total_variance,stability_class,surveyor_reliability,instrument_id,weather_conditions,notes
GCO-03627,1840-07-20,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.531,4.303,15.492,46.115,3.94,14.659,-0.584,0.363,0.833,1.08,STABLE,0.702,COMP-002,cloudy,
GCO-03470,1840-07-24,SV-05,Tobin Creel,Wharf (Capital),Capital,NW-6,38.457,12.373,1.641,38.8,11.452,1.605,-0.343,0.92,0.036,0.982,STABLE,0.921,COMP-033,rain,
GCO-01402,1840-07-26,SV-22,Garris Stone,Central Exchange,Capital,NW-8,33.98,30.791,19.741,34.024,29.82,19.238,-0.044,0.97,0.503,1.094,STABLE,0.909,COMP-028,cloudy,
GCO-01832,1840-07-28,SV-22,Garris Stone,Little Yard,Capital,NW-6,45.668,4.479,14.787,46.115,3.94,14.659,-0.447,0.539,0.128,0.712,STABLE,0.909,COMP-023,clear,
GCO-03522,1840-07-29,SV-18,Sollis Hern,Little Yard,Capital,NW-6,45.451,3.369,13.303,46.115,3.94,14.659,-0.664,-0.571,-1.356,1.614,STABLE,0.877,COMP-013,cloudy,
GCO-00101,1840-08-03,SV-04,Pella Morse,Little Yard,Capital,NW-6,46.249,4.273,14.808,46.115,3.94,14.659,0.134,0.333,0.149,0.389,STABLE,0.767,COMP-047,clear,
GCO-01635,1840-08-04,SV-08,Tessyn Ward,Little Exchange (Capital),Capital,NW-2,8.555,17.648,34.685,8.133,17.764,33.509,0.422,-0.115,1.177,1.255,STABLE,0.726,COMP-011,clear,
GCO-04659,1840-08-06,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,44.573,3.082,15.352,46.115,3.94,14.659,-1.542,-0.858,0.693,1.896,STABLE,0.726,COMP-023,rain,
GCO-01673,1840-08-07,SV-15,Darren Pol,East Court,Capital,NW-1,22.892,11.141,21.614,24.282,10.687,20.052,-1.39,0.454,1.562,2.14,STABLE,0.895,COMP-034,storm,
GCO-02700,1840-08-07,SV-23,Pellin Marsh,Little Exchange (Capital),Capital,NW-2,8.671,18.68,32.518,8.133,17.764,33.509,0.538,0.916,-0.991,1.453,STABLE,0.802,COMP-031,cloudy,
GCO-03726,1840-08-07,SV-07,Rellen Foss,Little Yard,Capital,NW-6,46.421,4.921,13.506,46.115,3.94,14.659,0.306,0.981,-1.153,1.544,STABLE,0.968,COMP-012,storm,
GCO-04004,1840-08-09,SV-01,Kellis Dorn,Wharf (Capital),Capital,NW-6,38.566,11.708,1.743,38.8,11.452,1.605,-0.234,0.256,0.138,0.374,STABLE,0.892,COMP-018,cloudy,
GCO-03836,1840-08-10,SV-05,Tobin Creel,Little Yard,Capital,NW-6,47.444,3.44,16.282,46.115,3.94,14.659,1.329,-0.5,1.623,2.157,STABLE,0.921,COMP-031,fog,
GCO-03053,1840-08-11,SV-14,Levin Cross,Lower Yard (Capital),Capital,NW-9,8.107,18.453,50.963,8.17,18.973,49.476,-0.063,-0.52,1.487,1.576,STABLE,0.76,COMP-004,cloudy,
GCO-02146,1840-08-13,SV-29,Corren Dale,Little Exchange (Capital),Capital,NW-2,10.493,18.174,32.94,8.133,17.764,33.509,2.36,0.41,-0.569,2.462,MODERATE,0.954,COMP-023,rain,
GCO-04477,1840-08-13,SV-20,Torren Voss,Little Yard,Capital,NW-6,46.498,4.486,14.606,46.115,3.94,14.659,0.383,0.546,-0.053,0.669,STABLE,0.702,COMP-027,clear,
GCO-00534,1840-08-16,SV-04,Pella Morse,East Square,Capital,NW-2,38.167,49.258,42.87,38.653,49.261,42.766,-0.487,-0.003,0.105,0.498,STABLE,0.767,COMP-022,cloudy,
GCO-04229,1840-08-19,SV-02,Mira Strand,Little Yard,Capital,NW-6,46.244,3.745,15.832,46.115,3.94,14.659,0.13,-0.195,1.173,1.196,STABLE,0.708,COMP-036,rain,
GCO-01932,1840-08-23,SV-21,Mellen Pike,Lower Yard (Capital),Capital,NW-9,7.772,19.456,48.822,8.17,18.973,49.476,-0.398,0.483,-0.654,0.905,STABLE,0.942,COMP-009,rain,
GCO-01020,1840-08-24,SV-15,Darren Pol,East Square,Capital,NW-2,38.808,51.13,44.256,38.653,49.261,42.766,0.155,1.869,1.49,2.396,MODERATE,0.895,COMP-014,clear,
GCO-00601,1840-08-27,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.142,3.89,15.242,46.115,3.94,14.659,0.028,-0.05,0.583,0.586,STABLE,0.802,COMP-008,clear,
GCO-04945,1840-08-27,SV-16,Hellis Mord,East Square,Capital,NW-2,39.057,50.009,43.026,38.653,49.261,42.766,0.403,0.748,0.26,0.889,STABLE,0.863,COMP-041,rain,
GCO-00756,1840-08-29,SV-27,Sellin Brook,Little Yard,Capital,NW-6,45.534,3.812,14.632,46.115,3.94,14.659,-0.581,-0.128,-0.027,0.595,STABLE,0.728,COMP-029,fog,
GCO-02150,1840-09-01,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.917,3.349,14.271,46.115,3.94,14.659,-0.198,-0.591,-0.388,0.734,STABLE,0.801,COMP-003,cloudy,
GCO-03596,1840-09-02,SV-24,Kellin Ward,Hall,Densmok,NE-4,109.336,138.055,140.41,106.796,136.182,140.378,2.54,1.873,0.033,3.156,STABLE,0.747,COMP-034,cloudy,
GCO-02369,1840-09-04,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.556,3.942,14.642,46.115,3.94,14.659,0.441,0.002,-0.017,0.442,STABLE,0.729,COMP-024,clear,
GCO-02252,1840-09-07,SV-07,Rellen Foss,Little Yard,Capital,NW-6,47.036,5.606,14.158,46.115,3.94,14.659,0.921,1.666,-0.501,1.968,STABLE,0.968,COMP-011,rain,
GCO-01425,1840-09-09,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.764,4.953,16.052,46.115,3.94,14.659,-0.351,1.013,1.393,1.758,STABLE,0.968,COMP-005,fog,
GCO-04783,1840-09-10,SV-25,Terris Bloom,Lower Yard (Capital),Capital,NW-9,9.381,20.144,49.722,8.17,18.973,49.476,1.211,1.172,0.246,1.703,STABLE,0.987,COMP-025,fog,Multiple readings averaged
GCO-00342,1840-09-12,SV-27,Sellin Brook,Little Yard,Capital,NW-6,46.474,4.184,14.925,46.115,3.94,14.659,0.359,0.244,0.266,0.509,STABLE,0.728,COMP-020,clear,
GCO-03453,1840-09-14,SV-21,Mellen Pike,East Plaza (Capital),Capital,NW-8,28.081,36.175,11.938,28.359,35.896,10.631,-0.278,0.279,1.307,1.365,STABLE,0.942,COMP-002,rain,
GCO-03250,1840-09-16,SV-12,Pemlik Vorn,East Square,Capital,NW-2,38.734,49.373,43.449,38.653,49.261,42.766,0.081,0.112,0.683,0.697,STABLE,0.852,COMP-035,rain,
GCO-04898,1840-09-16,SV-22,Garris Stone,Little Yard,Capital,NW-6,45.083,4.295,14.002,46.115,3.94,14.659,-1.031,0.355,-0.657,1.273,STABLE,0.909,COMP-040,cloudy,Readings taken at dawn
GCO-02492,1840-09-22,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.22,3.084,16.028,46.115,3.94,14.659,0.106,-0.856,1.369,1.618,STABLE,0.708,COMP-034,rain,
GCO-01621,1840-09-23,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.923,3.721,15.232,46.115,3.94,14.659,0.809,-0.219,0.573,1.015,STABLE,0.943,COMP-021,cloudy,
GCO-03136,1840-09-23,SV-12,Pemlik Vorn,Little Exchange (Capital),Capital,NW-2,7.464,17.092,32.527,8.133,17.764,33.509,-0.669,-0.672,-0.981,1.365,STABLE,0.852,COMP-004,cloudy,
GCO-01784,1840-09-25,SV-22,Garris Stone,Little Yard,Capital,NW-6,45.658,3.907,14.507,46.115,3.94,14.659,-0.457,-0.033,-0.152,0.483,STABLE,0.909,COMP-018,clear,
GCO-02453,1840-09-25,SV-24,Kellin Ward,East Square,Capital,NW-2,38.594,49.655,41.871,38.653,49.261,42.766,-0.06,0.394,-0.895,0.98,STABLE,0.747,COMP-006,cloudy,
GCO-02995,1840-09-25,SV-25,Terris Bloom,Little Exchange (Capital),Capital,NW-2,8.42,15.236,30.831,8.133,17.764,33.509,0.288,-2.528,-2.678,3.694,MODERATE,0.987,COMP-006,clear,
GCO-04651,1840-09-29,SV-27,Sellin Brook,Little Yard,Capital,NW-6,44.793,4.238,14.976,46.115,3.94,14.659,-1.322,0.298,0.317,1.392,STABLE,0.728,COMP-045,clear,
GCO-02899,1840-09-30,SV-25,Terris Bloom,Little Yard,Capital,NW-6,47.361,3.902,15.486,46.115,3.94,14.659,1.247,-0.038,0.827,1.497,STABLE,0.987,COMP-033,rain,
GCO-03398,1840-09-30,SV-14,Levin Cross,East Square,Capital,NW-2,37.874,50.402,43.085,38.653,49.261,42.766,-0.779,1.141,0.319,1.418,STABLE,0.76,COMP-016,fog,
GCO-03685,1840-09-30,SV-14,Levin Cross,Lower Yard (Capital),Capital,NW-9,8.629,19.015,50.05,8.17,18.973,49.476,0.459,0.042,0.574,0.736,STABLE,0.76,COMP-050,fog,
GCO-04270,1840-10-02,SV-24,Kellin Ward,Little Yard,Capital,NW-6,46.212,3.498,15.181,46.115,3.94,14.659,0.097,-0.442,0.522,0.691,STABLE,0.747,COMP-043,clear,
GCO-01742,1840-10-03,SV-23,Pellin Marsh,East Square,Capital,NW-2,37.27,48.93,41.738,38.653,49.261,42.766,-1.383,-0.331,-1.027,1.755,STABLE,0.802,COMP-016,fog,
GCO-00302,1840-10-10,SV-24,Kellin Ward,Little Yard,Capital,NW-6,47.552,3.337,16.0,46.115,3.94,14.659,1.437,-0.603,1.341,2.056,STABLE,0.747,COMP-002,storm,
GCO-04650,1840-10-11,SV-05,Tobin Creel,Little Exchange (Capital),Capital,NW-2,6.845,18.498,32.965,8.133,17.764,33.509,-1.287,0.734,-0.543,1.579,STABLE,0.921,COMP-039,cloudy,
GCO-00618,1840-10-13,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.885,4.881,14.664,46.115,3.94,14.659,0.77,0.941,0.005,1.216,STABLE,0.987,COMP-003,clear,
GCO-02013,1840-10-15,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.938,3.538,14.637,46.115,3.94,14.659,-0.177,-0.402,-0.022,0.44,STABLE,0.903,COMP-050,cloudy,
GCO-02196,1840-10-16,SV-19,Nerin Kale,Little Yard,Capital,NW-6,45.32,4.694,13.492,46.115,3.94,14.659,-0.794,0.754,-1.167,1.6,STABLE,0.943,COMP-007,fog,
GCO-04819,1840-10-18,SV-02,Mira Strand,Little Yard,Capital,NW-6,46.537,4.783,10.547,46.115,3.94,14.659,0.423,0.843,-4.112,4.219,MODERATE,0.708,COMP-014,cloudy,
GCO-04999,1840-10-18,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.257,4.218,15.453,46.115,3.94,14.659,0.142,0.278,0.794,0.854,STABLE,0.863,COMP-026,clear,
GCO-04816,1840-10-19,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.658,4.347,14.952,46.115,3.94,14.659,0.544,0.407,0.293,0.739,STABLE,0.892,COMP-014,clear,
GCO-00989,1840-10-21,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.448,4.761,14.412,46.115,3.94,14.659,-0.666,0.821,-0.247,1.086,STABLE,0.708,COMP-009,cloudy,
GCO-01018,1840-10-21,SV-19,Nerin Kale,Little Yard,Capital,NW-6,45.619,3.568,14.784,46.115,3.94,14.659,-0.495,-0.372,0.126,0.632,STABLE,0.943,COMP-014,clear,
GCO-04389,1840-10-21,SV-18,Sollis Hern,Little Yard,Capital,NW-6,46.68,3.958,15.473,46.115,3.94,14.659,0.565,0.018,0.814,0.991,STABLE,0.877,COMP-029,rain,
GCO-02662,1840-10-22,SV-28,Varren Hill,Central Exchange,Capital,NW-8,33.355,28.91,19.365,34.024,29.82,19.238,-0.669,-0.911,0.126,1.137,STABLE,0.729,COMP-035,cloudy,Standard conditions
GCO-03936,1840-10-22,SV-12,Pemlik Vorn,North Terminus (Capital),Capital,NW-6,33.778,27.552,14.143,34.086,26.849,13.341,-0.307,0.703,0.802,1.11,STABLE,0.852,COMP-048,rain,
GCO-01071,1840-10-24,SV-28,Varren Hill,Little Exchange (Capital),Capital,NW-2,8.728,18.098,34.282,8.133,17.764,33.509,0.595,0.334,0.773,1.031,STABLE,0.729,COMP-006,fog,
GCO-00692,1840-10-25,SV-04,Pella Morse,Inner Terminus,Capital,NW-4,19.96,23.781,8.19,21.905,25.879,6.05,-1.945,-2.098,2.14,3.573,MODERATE,0.767,COMP-044,clear,
GCO-00384,1840-10-29,SV-03,Vornis Keth,Little Yard,Capital,NW-6,47.688,3.97,15.279,46.115,3.94,14.659,1.573,0.03,0.62,1.691,STABLE,0.783,COMP-041,cloudy,
GCO-03540,1840-10-29,SV-02,Mira Strand,Little Exchange (Capital),Capital,NW-2,7.383,17.903,35.098,8.133,17.764,33.509,-0.749,0.139,1.589,1.763,STABLE,0.708,COMP-017,cloudy,
GCO-02002,1840-11-01,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.281,4.643,14.809,46.115,3.94,14.659,-0.834,0.703,0.15,1.101,STABLE,0.801,COMP-017,clear,
GCO-01531,1840-11-02,SV-04,Pella Morse,Little Yard,Capital,NW-6,43.861,3.845,14.85,46.115,3.94,14.659,-2.254,-0.096,0.191,2.264,STABLE,0.767,COMP-009,clear,
GCO-03169,1840-11-02,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.441,3.469,14.534,46.115,3.94,14.659,-0.674,-0.471,-0.125,0.832,STABLE,0.709,COMP-035,clear,
GCO-04843,1840-11-02,SV-09,Archon Mills,Little Yard,Capital,NW-6,46.243,3.764,14.014,46.115,3.94,14.659,0.128,-0.176,-0.645,0.681,STABLE,0.827,COMP-022,clear,
GCO-03097,1840-11-06,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.181,5.183,13.921,46.115,3.94,14.659,0.066,1.243,-0.738,1.447,STABLE,0.708,COMP-009,fog,
GCO-04218,1840-11-07,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.454,3.315,14.6,46.115,3.94,14.659,-0.66,-0.625,-0.059,0.911,STABLE,0.942,COMP-039,cloudy,
GCO-04426,1840-11-11,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.081,3.378,15.778,46.115,3.94,14.659,-1.034,-0.562,1.119,1.624,STABLE,0.729,COMP-026,cloudy,
GCO-04538,1840-11-13,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.807,3.449,14.367,46.115,3.94,14.659,-0.308,-0.491,-0.292,0.649,STABLE,0.801,COMP-010,storm,
GCO-04639,1840-11-13,SV-13,Anster Cole,Lower Yard (Capital),Capital,NW-9,8.642,18.467,48.795,8.17,18.973,49.476,0.472,-0.506,-0.681,0.971,STABLE,0.708,COMP-009,clear,
GCO-04627,1840-11-16,SV-02,Mira Strand,Little Yard,Capital,NW-6,45.989,4.201,16.052,46.115,3.94,14.659,-0.126,0.261,1.393,1.423,STABLE,0.708,COMP-037,rain,
GCO-04670,1840-11-16,SV-28,Varren Hill,Little Yard,Capital,NW-6,46.105,3.918,14.712,46.115,3.94,14.659,-0.009,-0.022,0.053,0.058,STABLE,0.729,COMP-001,clear,
GCO-03103,1840-11-20,SV-26,Norris Vale,Little Yard,Capital,NW-6,46.22,3.158,14.095,46.115,3.94,14.659,0.106,-0.782,-0.564,0.97,STABLE,0.801,COMP-040,cloudy,
GCO-00398,1840-11-24,SV-02,Mira Strand,Little Yard,Capital,NW-6,44.764,4.586,15.556,46.115,3.94,14.659,-1.351,0.646,0.897,1.745,STABLE,0.708,COMP-032,storm,
GCO-04201,1840-11-24,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,47.278,3.939,13.348,46.115,3.94,14.659,1.163,-0.001,-1.311,1.753,STABLE,0.892,COMP-037,cloudy,
GCO-04604,1840-11-24,SV-09,Archon Mills,Little Yard,Capital,NW-6,48.086,4.444,14.804,46.115,3.94,14.659,1.971,0.504,0.145,2.04,STABLE,0.827,COMP-020,rain,
GCO-04697,1840-11-29,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,46.851,3.368,15.293,46.115,3.94,14.659,0.736,-0.572,0.634,1.127,STABLE,0.726,COMP-048,clear,
GCO-00371,1840-12-02,SV-22,Garris Stone,Landing (Capital),Capital,NW-2,42.022,15.063,2.784,41.583,15.376,2.896,0.439,-0.313,-0.112,0.55,STABLE,0.909,COMP-007,clear,
GCO-01062,1840-12-02,SV-02,Mira Strand,Little Exchange (Capital),Capital,NW-2,8.026,18.287,33.712,8.133,17.764,33.509,-0.106,0.524,0.204,0.572,STABLE,0.708,COMP-043,rain,
GCO-03797,1840-12-03,SV-07,Rellen Foss,Little Yard,Capital,NW-6,46.206,4.475,13.924,46.115,3.94,14.659,0.091,0.535,-0.735,0.913,STABLE,0.968,COMP-013,clear,
GCO-01639,1840-12-05,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.226,4.038,13.754,46.115,3.94,14.659,0.111,0.098,-0.905,0.917,STABLE,0.863,COMP-036,clear,
GCO-02795,1840-12-05,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.744,4.182,15.355,46.115,3.94,14.659,-0.371,0.242,0.696,0.825,STABLE,0.709,COMP-006,clear,
GCO-00764,1840-12-07,SV-24,Kellin Ward,Little Yard,Capital,NW-6,45.477,4.09,14.704,46.115,3.94,14.659,-0.637,0.15,0.045,0.656,STABLE,0.747,COMP-004,clear,
GCO-03245,1840-12-07,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.571,4.65,15.109,46.115,3.94,14.659,-0.544,0.71,0.45,1.001,STABLE,0.942,COMP-010,fog,
GCO-00965,1840-12-08,SV-13,Anster Cole,East Square,Capital,NW-2,38.762,49.766,42.444,38.653,49.261,42.766,0.109,0.505,-0.322,0.608,STABLE,0.708,COMP-012,cloudy,
GCO-03897,1840-12-08,SV-20,Torren Voss,Wharf (Capital),Capital,NW-6,40.281,11.48,1.864,38.8,11.452,1.605,1.481,0.028,0.259,1.504,STABLE,0.702,COMP-047,clear,
GCO-04748,1840-12-08,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,45.605,4.488,15.601,46.115,3.94,14.659,-0.509,0.548,0.942,1.203,STABLE,0.892,COMP-012,clear,
GCO-01117,1840-12-09,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.665,3.611,14.658,46.115,3.94,14.659,0.55,-0.329,-0.001,0.641,STABLE,0.954,COMP-001,clear,Equipment recalibrated
GCO-02298,1840-12-11,SV-14,Levin Cross,Little Yard,Capital,NW-6,47.118,2.601,14.914,46.115,3.94,14.659,1.003,-1.339,0.255,1.693,STABLE,0.76,COMP-050,rain,
GCO-02090,1840-12-14,SV-24,Kellin Ward,Little Yard,Capital,NW-6,45.918,4.653,14.889,46.115,3.94,14.659,-0.197,0.713,0.23,0.775,STABLE,0.747,COMP-014,clear,
GCO-02175,1840-12-15,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,45.532,3.605,15.092,46.115,3.94,14.659,-0.583,-0.335,0.433,0.8,STABLE,0.892,COMP-027,cloudy,
GCO-04310,1840-12-15,SV-11,Erris Dann,Little Yard,Capital,NW-6,46.623,4.869,15.631,46.115,3.94,14.659,0.508,0.929,0.972,1.437,STABLE,0.766,COMP-050,cloudy,
GCO-00719,1840-12-18,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.463,4.167,15.125,46.115,3.94,14.659,-0.652,0.227,0.466,0.833,STABLE,0.801,COMP-009,clear,
GCO-02589,1840-12-19,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.992,3.892,14.58,46.115,3.94,14.659,-0.122,-0.048,-0.079,0.153,STABLE,0.709,COMP-037,clear,
GCO-02207,1840-12-21,SV-14,Levin Cross,Little Yard,Capital,NW-6,46.194,2.575,14.489,46.115,3.94,14.659,0.079,-1.365,-0.17,1.378,STABLE,0.76,COMP-041,cloudy,
GCO-02852,1840-12-22,SV-15,Darren Pol,Little Yard,Capital,NW-6,45.709,3.186,15.513,46.115,3.94,14.659,-0.406,-0.754,0.854,1.209,STABLE,0.895,COMP-009,cloudy,
GCO-03849,1840-12-25,SV-11,Erris Dann,Wharf (Capital),Capital,NW-6,38.755,10.796,2.188,38.8,11.452,1.605,-0.045,-0.657,0.583,0.879,STABLE,0.766,COMP-038,cloudy,
GCO-01029,1840-12-27,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.962,4.035,15.036,46.115,3.94,14.659,0.847,0.095,0.377,0.932,STABLE,0.942,COMP-024,rain,
GCO-02573,1841-01-01,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.621,3.894,15.681,46.115,3.94,14.659,-0.494,-0.046,1.022,1.136,STABLE,0.968,COMP-005,clear,
GCO-02467,1841-01-02,SV-10,Kella Tross,Little Exchange (Capital),Capital,NW-2,7.728,18.874,33.407,8.133,17.764,33.509,-0.404,1.111,-0.101,1.186,STABLE,0.709,COMP-018,clear,
GCO-02518,1841-01-02,SV-14,Levin Cross,East Square,Capital,NW-2,38.163,48.831,42.11,38.653,49.261,42.766,-0.491,-0.43,-0.656,0.925,STABLE,0.76,COMP-030,cloudy,
GCO-02441,1841-01-03,SV-18,Sollis Hern,Little Yard,Capital,NW-6,45.927,4.545,15.199,46.115,3.94,14.659,-0.187,0.605,0.54,0.833,STABLE,0.877,COMP-031,clear,
GCO-02319,1841-01-04,SV-24,Kellin Ward,Little Yard,Capital,NW-6,47.221,3.307,14.594,46.115,3.94,14.659,1.107,-0.633,-0.065,1.277,STABLE,0.747,COMP-049,cloudy,
GCO-03692,1841-01-04,SV-18,Sollis Hern,Little Exchange (Capital),Capital,NW-2,8.325,18.952,33.545,8.133,17.764,33.509,0.192,1.189,0.036,1.205,STABLE,0.877,COMP-027,clear,
GCO-02197,1841-01-07,SV-14,Levin Cross,Little Yard,Capital,NW-6,45.396,3.94,14.189,46.115,3.94,14.659,-0.719,0.0,-0.47,0.859,STABLE,0.76,COMP-041,clear,
GCO-01604,1841-01-08,SV-21,Mellen Pike,Lower Yard (Capital),Capital,NW-9,8.293,19.516,49.039,8.17,18.973,49.476,0.123,0.543,-0.437,0.708,STABLE,0.942,COMP-048,rain,
GCO-02192,1841-01-09,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.244,3.948,15.433,46.115,3.94,14.659,-0.87,0.008,0.774,1.165,STABLE,0.702,COMP-031,storm,
GCO-00346,1841-01-12,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.511,3.69,14.941,46.115,3.94,14.659,0.397,-0.25,0.282,0.547,STABLE,0.954,COMP-019,clear,
GCO-03209,1841-01-14,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.078,4.326,14.379,46.115,3.94,14.659,-0.037,0.386,-0.28,0.479,STABLE,0.802,COMP-027,cloudy,Equipment recalibrated
GCO-04611,1841-01-15,SV-22,Garris Stone,Little Yard,Capital,NW-6,47.411,3.514,14.739,46.115,3.94,14.659,1.297,-0.426,0.08,1.367,STABLE,0.909,COMP-011,clear,
GCO-01129,1841-01-16,SV-24,Kellin Ward,West Hall,Northo,SW-9,339.396,28.397,488.726,338.735,28.822,489.039,0.661,-0.425,-0.313,0.846,STABLE,0.747,COMP-045,cloudy,
GCO-01666,1841-01-17,SV-27,Sellin Brook,Little Yard,Capital,NW-6,46.305,4.212,14.118,46.115,3.94,14.659,0.19,0.272,-0.541,0.634,STABLE,0.728,COMP-033,clear,
GCO-04749,1841-01-17,SV-27,Sellin Brook,East Square,Capital,NW-2,39.083,48.56,46.55,38.653,49.261,42.766,0.429,-0.701,3.784,3.873,STABLE,0.728,COMP-006,storm,
GCO-04327,1841-01-18,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.445,3.85,15.037,46.115,3.94,14.659,-0.67,-0.09,0.379,0.775,STABLE,0.881,COMP-039,clear,
GCO-04546,1841-01-19,SV-03,Vornis Keth,Wharf (Capital),Capital,NW-6,38.678,11.748,0.679,38.8,11.452,1.605,-0.122,0.296,-0.926,0.979,STABLE,0.783,COMP-008,cloudy,
GCO-01381,1841-01-20,SV-29,Corren Dale,Little Yard,Capital,NW-6,47.894,3.669,15.148,46.115,3.94,14.659,1.78,-0.271,0.489,1.865,STABLE,0.954,COMP-029,clear,
GCO-04246,1841-01-20,SV-28,Varren Hill,Greater Court (Capital),Capital,NW-7,41.17,9.241,3.593,40.375,9.52,4.847,0.795,-0.279,-1.253,1.51,STABLE,0.729,COMP-018,fog,
GCO-03786,1841-01-25,SV-26,Norris Vale,Inner Landing,Capital,NW-1,49.286,25.046,4.606,49.877,25.476,4.545,-0.591,-0.43,0.061,0.733,STABLE,0.801,COMP-004,clear,
GCO-04740,1841-01-25,SV-24,Kellin Ward,Little Yard,Capital,NW-6,47.24,4.271,15.067,46.115,3.94,14.659,1.125,0.331,0.408,1.242,STABLE,0.747,COMP-049,clear,Readings verified by second surveyor
GCO-00030,1841-01-26,SV-04,Pella Morse,Little Yard,Capital,NW-6,46.669,3.572,14.194,46.115,3.94,14.659,0.554,-0.368,-0.465,0.812,STABLE,0.767,COMP-037,clear,
GCO-02034,1841-01-26,SV-24,Kellin Ward,East Square,Capital,NW-2,37.445,48.637,42.065,38.653,49.261,42.766,-1.209,-0.624,-0.701,1.53,STABLE,0.747,COMP-044,clear,
GCO-04044,1841-01-27,SV-15,Darren Pol,Little Yard,Capital,NW-6,45.333,3.428,14.695,46.115,3.94,14.659,-0.782,-0.512,0.036,0.935,STABLE,0.895,COMP-045,rain,Multiple readings averaged
GCO-02454,1841-01-28,SV-14,Levin Cross,Little Yard,Capital,NW-6,47.418,4.359,14.783,46.115,3.94,14.659,1.304,0.419,0.125,1.375,STABLE,0.76,COMP-044,rain,
GCO-04125,1841-01-29,SV-09,Archon Mills,Little Yard,Capital,NW-6,45.829,4.907,14.093,46.115,3.94,14.659,-0.286,0.967,-0.566,1.157,STABLE,0.827,COMP-004,cloudy,
GCO-01975,1841-02-01,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.859,2.14,16.175,46.115,3.94,14.659,-0.256,-1.8,1.516,2.367,STABLE,0.783,COMP-016,rain,
GCO-00080,1841-02-02,SV-28,Varren Hill,East Square,Capital,NW-2,37.863,49.339,44.025,38.653,49.261,42.766,-0.79,0.078,1.259,1.488,STABLE,0.729,COMP-015,clear,
GCO-02682,1841-02-03,SV-02,Mira Strand,Little Yard,Capital,NW-6,45.391,3.559,15.468,46.115,3.94,14.659,-0.724,-0.381,0.809,1.15,STABLE,0.708,COMP-043,clear,
GCO-03992,1841-02-05,SV-02,Mira Strand,Landing (Capital),Capital,NW-2,41.485,14.861,1.59,41.583,15.376,2.896,-0.098,-0.514,-1.306,1.407,STABLE,0.708,COMP-038,clear,
GCO-00178,1841-02-07,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,46.439,3.794,13.543,46.115,3.94,14.659,0.324,-0.146,-1.116,1.171,STABLE,0.726,COMP-045,cloudy,
GCO-00326,1841-02-07,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.154,4.359,15.382,46.115,3.94,14.659,0.039,0.419,0.723,0.836,STABLE,0.942,COMP-045,clear,
GCO-02871,1841-02-07,SV-20,Torren Voss,East Square,Capital,NW-2,39.372,49.557,42.193,38.653,49.261,42.766,0.718,0.296,-0.573,0.965,STABLE,0.702,COMP-045,cloudy,
GCO-03858,1841-02-07,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.701,4.712,14.015,46.115,3.94,14.659,0.587,0.772,-0.644,1.164,STABLE,0.863,COMP-032,fog,
